[27/05/24 10:29:37][__main__][INFO] - Training script
[27/05/24 10:29:37][__main__][INFO] - The config can be found here: 
outputs/tmr_humanml3d_guoh3dfeats/config.json
[27/05/24 10:29:43][lightning_fabric.utilities.seed][INFO] - [rank: 0] Seed set to 1234
[27/05/24 10:29:43][__main__][INFO] - Loading the dataloaders
[27/05/24 10:30:11][__main__][INFO] - Loading the model
[27/05/24 10:30:29][__main__][INFO] - Training
[27/05/24 10:30:30][pytorch_lightning.utilities.rank_zero][INFO] - GPU available: True (cuda), used: True
[27/05/24 10:30:30][pytorch_lightning.utilities.rank_zero][INFO] - TPU available: False, using: 0 TPU cores
[27/05/24 10:30:30][pytorch_lightning.utilities.rank_zero][INFO] - IPU available: False, using: 0 IPUs
[27/05/24 10:30:30][pytorch_lightning.utilities.rank_zero][INFO] - HPU available: False, using: 0 HPUs
[27/05/24 10:30:31][pytorch_lightning.accelerators.cuda][INFO] - LOCAL_RANK: 0 - CUDA_VISIBLE_DEVICES: [0]
[27/05/24 10:30:31][pytorch_lightning.callbacks.model_summary][INFO] - 
  | Name                   | Type              | Params
-------------------------------------------------------------
0 | motion_encoder         | ACTORStyleEncoder | 4.8 M 
1 | text_encoder           | ACTORStyleEncoder | 4.9 M 
2 | motion_decoder         | ACTORStyleDecoder | 6.4 M 
3 | reconstruction_loss_fn | SmoothL1Loss      | 0     
4 | latent_loss_fn         | SmoothL1Loss      | 0     
-------------------------------------------------------------
16.1 M    Trainable params
0         Non-trainable params
16.1 M    Total params
64.523    Total estimated model params size (MB)
[27/05/24 10:30:31][src.callback.progress][INFO] - Training started
[27/05/24 10:34:09][src.callback.progress][INFO] - Epoch 0: v_recons 4.349e-01  recons 4.505e-01  v_loss 6.536e-01  loss 7.192e-01  v_latent 1.062e+00  latent 1.124e+00  v_kl 6.184e+00  kl 5.926e+00  v_contrastive 2.186e+00  contrastive 2.686e+00  v_t2m/len 1368  v_t2m/R01 2.41%  v_t2m/R02 4.17%  v_t2m/R03 5.4%  v_t2m/R05 8.69%  v_t2m/R10 14.84%  v_t2m/MedR 70.0%  v_m2t/len 1368  v_m2t/R01 1.89%  v_m2t/R02 3.73%  v_m2t/R03 4.9%  v_m2t/R05 8.55%  v_m2t/R10 14.1%  v_m2t/MedR 68.0%
[27/05/24 10:37:08][src.callback.progress][INFO] - Epoch 1: v_recons 4.181e-01  recons 4.183e-01  v_loss 6.075e-01  loss 6.239e-01  v_latent 9.868e-01  latent 1.039e+00  v_kl 2.865e+01  kl 1.819e+01  v_contrastive 1.891e+00  contrastive 2.053e+00  v_t2m/len 1368  v_t2m/R01 3.14%  v_t2m/R02 6.36%  v_t2m/R03 8.98%  v_t2m/R05 13.6%  v_t2m/R10 22.65%  v_t2m/MedR 38.0%  v_m2t/len 1368  v_m2t/R01 3.06%  v_m2t/R02 6.21%  v_m2t/R03 9.06%  v_m2t/R05 14.39%  v_m2t/R10 22.95%  v_m2t/MedR 42.0%
[27/05/24 10:40:20][__main__][INFO] - Training script
[27/05/24 10:40:20][__main__][INFO] - The config can be found here: 
outputs/tmr_humanml3d_guoh3dfeats/config.json
[27/05/24 10:40:25][lightning_fabric.utilities.seed][INFO] - [rank: 0] Seed set to 1234
[27/05/24 10:40:25][__main__][INFO] - Loading the dataloaders
[27/05/24 10:41:04][__main__][INFO] - Loading the model
[27/05/24 10:41:23][__main__][INFO] - Training
[27/05/24 10:41:24][pytorch_lightning.utilities.rank_zero][INFO] - GPU available: True (cuda), used: True
[27/05/24 10:41:24][pytorch_lightning.utilities.rank_zero][INFO] - TPU available: False, using: 0 TPU cores
[27/05/24 10:41:24][pytorch_lightning.utilities.rank_zero][INFO] - IPU available: False, using: 0 IPUs
[27/05/24 10:41:24][pytorch_lightning.utilities.rank_zero][INFO] - HPU available: False, using: 0 HPUs
[27/05/24 10:41:25][pytorch_lightning.accelerators.cuda][INFO] - LOCAL_RANK: 0 - CUDA_VISIBLE_DEVICES: [0]
[27/05/24 10:41:25][pytorch_lightning.callbacks.model_summary][INFO] - 
  | Name                   | Type              | Params
-------------------------------------------------------------
0 | motion_encoder         | ACTORStyleEncoder | 4.8 M 
1 | text_encoder           | ACTORStyleEncoder | 4.9 M 
2 | motion_decoder         | ACTORStyleDecoder | 6.4 M 
3 | reconstruction_loss_fn | SmoothL1Loss      | 0     
4 | latent_loss_fn         | SmoothL1Loss      | 0     
-------------------------------------------------------------
16.1 M    Trainable params
0         Non-trainable params
16.1 M    Total params
64.523    Total estimated model params size (MB)
[27/05/24 10:41:25][src.callback.progress][INFO] - Training started
[27/05/24 10:45:41][src.callback.progress][INFO] - Epoch 0: v_recons 4.275e-01  recons 4.431e-01  v_loss 6.512e-01  loss 7.183e-01  v_latent 1.054e+00  latent 1.135e+00  v_kl 1.750e+01  kl 1.119e+01  v_dtw 7.402e-03  dtw 1.119e-02  v_contrastive 2.161e+00  contrastive 2.639e+00  v_t2m/len 1368  v_t2m/R01 2.33%  v_t2m/R02 4.3%  v_t2m/R03 6.13%  v_t2m/R05 9.57%  v_t2m/R10 16.14%  v_t2m/MedR 59.0%  v_m2t/len 1368  v_m2t/R01 3.14%  v_m2t/R02 4.9%  v_m2t/R03 6.8%  v_m2t/R05 10.22%  v_m2t/R10 16.95%  v_m2t/MedR 58.0%
[27/05/24 12:14:21][src.callback.progress][INFO] - Epoch 24: v_recons 3.279e-01  recons 3.200e-01  v_loss 4.185e-01  loss 3.839e-01  v_latent 8.494e-01  latent 8.372e-01  v_kl 1.821e+01  kl 1.707e+01  v_dtw 4.722e-03  dtw 3.708e-03  v_contrastive 8.576e-01  contrastive 6.004e-01  v_t2m/len 1368  v_t2m/R01 16.52%  v_t2m/R02 24.34%  v_t2m/R03 30.62%  v_t2m/R05 41.0%  v_t2m/R10 54.9%  v_t2m/MedR 9.0%  v_m2t/len 1368  v_m2t/R01 19.52%  v_m2t/R02 26.45%  v_m2t/R03 32.97%  v_m2t/R05 41.52%  v_m2t/R10 53.58%  v_m2t/MedR 9.0%
[27/05/24 12:18:00][src.callback.progress][INFO] - Epoch 25: v_recons 3.273e-01  recons 3.178e-01  v_loss 4.152e-01  loss 3.791e-01  v_latent 8.461e-01  latent 8.311e-01  v_kl 1.893e+01  kl 1.714e+01  v_dtw 2.676e-03  dtw 3.472e-03  v_contrastive 8.511e-01  contrastive 5.761e-01  v_t2m/len 1368  v_t2m/R01 17.46%  v_t2m/R02 25.06%  v_t2m/R03 31.87%  v_t2m/R05 41.0%  v_t2m/R10 54.68%  v_t2m/MedR 9.0%  v_m2t/len 1368  v_m2t/R01 19.44%  v_m2t/R02 25.72%  v_m2t/R03 32.31%  v_m2t/R05 40.93%  v_m2t/R10 53.65%  v_m2t/MedR 9.0%
[27/05/24 12:21:38][src.callback.progress][INFO] - Epoch 26: v_recons 3.267e-01  recons 3.166e-01  v_loss 4.186e-01  loss 3.771e-01  v_latent 8.517e-01  latent 8.267e-01  v_kl 1.997e+01  kl 2.046e+01  v_dtw 5.120e-03  dtw 3.398e-03  v_contrastive 8.653e-01  contrastive 5.690e-01  v_t2m/len 1368  v_t2m/R01 16.22%  v_t2m/R02 23.76%  v_t2m/R03 30.92%  v_t2m/R05 40.34%  v_t2m/R10 53.58%  v_t2m/MedR 9.0%  v_m2t/len 1368  v_m2t/R01 17.84%  v_m2t/R02 24.78%  v_m2t/R03 31.57%  v_m2t/R05 40.27%  v_m2t/R10 52.7%  v_m2t/MedR 9.0%
[27/05/24 12:25:18][src.callback.progress][INFO] - Epoch 27: v_recons 3.251e-01  recons 3.152e-01  v_loss 4.134e-01  loss 3.729e-01  v_latent 8.399e-01  latent 8.194e-01  v_kl 1.943e+01  kl 1.710e+01  v_dtw 3.785e-03  dtw 3.456e-03  v_contrastive 8.425e-01  contrastive 5.403e-01  v_t2m/len 1368  v_t2m/R01 16.14%  v_t2m/R02 23.76%  v_t2m/R03 29.81%  v_t2m/R05 39.54%  v_t2m/R10 54.61%  v_t2m/MedR 9.0%  v_m2t/len 1368  v_m2t/R01 20.18%  v_m2t/R02 26.17%  v_m2t/R03 34.06%  v_m2t/R05 41.74%  v_m2t/R10 53.36%  v_m2t/MedR 9.0%
[27/05/24 12:28:57][src.callback.progress][INFO] - Epoch 28: v_recons 3.261e-01  recons 3.138e-01  v_loss 4.105e-01  loss 3.701e-01  v_latent 8.345e-01  latent 8.147e-01  v_kl 1.973e+01  kl 1.723e+01  v_dtw 2.872e-03  dtw 3.590e-03  v_contrastive 8.127e-01  contrastive 5.259e-01  v_t2m/len 1368  v_t2m/R01 17.62%  v_t2m/R02 25.29%  v_t2m/R03 32.02%  v_t2m/R05 41.88%  v_t2m/R10 56.72%  v_t2m/MedR 7.0%  v_m2t/len 1368  v_m2t/R01 19.73%  v_m2t/R02 25.44%  v_m2t/R03 31.87%  v_m2t/R05 41.08%  v_m2t/R10 54.9%  v_m2t/MedR 8.0%
[27/05/24 12:32:36][src.callback.progress][INFO] - Epoch 29: v_recons 3.251e-01  recons 3.123e-01  v_loss 4.122e-01  loss 3.674e-01  v_latent 8.409e-01  latent 8.087e-01  v_kl 2.004e+01  kl 1.703e+01  v_dtw 3.000e-03  dtw 3.442e-03  v_contrastive 8.393e-01  contrastive 5.144e-01  v_t2m/len 1368  v_t2m/R01 18.2%  v_t2m/R02 24.78%  v_t2m/R03 29.96%  v_t2m/R05 38.88%  v_t2m/R10 54.9%  v_t2m/MedR 8.0%  v_m2t/len 1368  v_m2t/R01 19.01%  v_m2t/R02 25.14%  v_m2t/R03 31.43%  v_m2t/R05 41.0%  v_m2t/R10 52.91%  v_m2t/MedR 9.0%
[27/05/24 12:36:50][src.callback.progress][INFO] - Epoch 30: v_recons 3.233e-01  recons 3.112e-01  v_loss 4.092e-01  loss 3.633e-01  v_latent 8.328e-01  latent 8.036e-01  v_kl 2.031e+01  kl 1.730e+01  v_dtw 3.477e-03  dtw 3.274e-03  v_contrastive 8.219e-01  contrastive 4.865e-01  v_t2m/len 1368  v_t2m/R01 16.07%  v_t2m/R02 23.45%  v_t2m/R03 33.33%  v_t2m/R05 42.61%  v_t2m/R10 56.29%  v_t2m/MedR 7.5%  v_m2t/len 1368  v_m2t/R01 19.65%  v_m2t/R02 26.75%  v_m2t/R03 33.25%  v_m2t/R05 41.59%  v_m2t/R10 53.65%  v_m2t/MedR 8.0%
[27/05/24 12:40:29][src.callback.progress][INFO] - Epoch 31: v_recons 3.221e-01  recons 3.100e-01  v_loss 4.053e-01  loss 3.606e-01  v_latent 8.233e-01  latent 7.997e-01  v_kl 2.073e+01  kl 1.744e+01  v_dtw 2.557e-03  dtw 3.099e-03  v_contrastive 8.035e-01  contrastive 4.735e-01  v_t2m/len 1368  v_t2m/R01 17.25%  v_t2m/R02 24.2%  v_t2m/R03 31.2%  v_t2m/R05 41.81%  v_t2m/R10 57.68%  v_t2m/MedR 8.0%  v_m2t/len 1368  v_m2t/R01 19.44%  v_m2t/R02 25.72%  v_m2t/R03 34.27%  v_m2t/R05 43.7%  v_m2t/R10 55.04%  v_m2t/MedR 8.0%
[27/05/24 12:44:09][src.callback.progress][INFO] - Epoch 32: v_recons 3.238e-01  recons 3.081e-01  v_loss 4.090e-01  loss 3.583e-01  v_latent 8.311e-01  latent 7.960e-01  v_kl 2.187e+01  kl 1.769e+01  v_dtw 2.909e-03  dtw 2.982e-03  v_contrastive 8.210e-01  contrastive 4.704e-01  v_t2m/len 1368  v_t2m/R01 17.62%  v_t2m/R02 24.48%  v_t2m/R03 32.59%  v_t2m/R05 41.95%  v_t2m/R10 55.11%  v_t2m/MedR 8.0%  v_m2t/len 1368  v_m2t/R01 19.22%  v_m2t/R02 25.14%  v_m2t/R03 33.11%  v_m2t/R05 41.81%  v_m2t/R10 55.25%  v_m2t/MedR 9.0%
[27/05/24 12:47:48][src.callback.progress][INFO] - Epoch 33: v_recons 3.219e-01  recons 3.063e-01  v_loss 4.085e-01  loss 3.545e-01  v_latent 8.352e-01  latent 7.909e-01  v_kl 2.176e+01  kl 1.761e+01  v_dtw 3.270e-03  dtw 3.435e-03  v_contrastive 8.303e-01  contrastive 4.466e-01  v_t2m/len 1368  v_t2m/R01 17.18%  v_t2m/R02 23.38%  v_t2m/R03 30.92%  v_t2m/R05 39.84%  v_t2m/R10 55.91%  v_t2m/MedR 8.0%  v_m2t/len 1368  v_m2t/R01 19.44%  v_m2t/R02 25.14%  v_m2t/R03 32.38%  v_m2t/R05 39.9%  v_m2t/R10 54.38%  v_m2t/MedR 8.0%
[27/05/24 12:51:28][src.callback.progress][INFO] - Epoch 34: v_recons 3.200e-01  recons 3.052e-01  v_loss 4.043e-01  loss 3.523e-01  v_latent 8.316e-01  latent 7.876e-01  v_kl 2.235e+01  kl 1.759e+01  v_dtw 2.778e-03  dtw 3.165e-03  v_contrastive 8.128e-01  contrastive 4.375e-01  v_t2m/len 1368  v_t2m/R01 16.29%  v_t2m/R02 23.89%  v_t2m/R03 31.87%  v_t2m/R05 40.93%  v_t2m/R10 55.25%  v_t2m/MedR 8.0%  v_m2t/len 1368  v_m2t/R01 20.76%  v_m2t/R02 26.75%  v_m2t/R03 33.91%  v_m2t/R05 41.52%  v_m2t/R10 53.65%  v_m2t/MedR 9.0%
[27/05/24 12:55:08][src.callback.progress][INFO] - Epoch 35: v_recons 3.207e-01  recons 3.040e-01  v_loss 4.044e-01  loss 3.498e-01  v_latent 8.234e-01  latent 7.844e-01  v_kl 2.286e+01  kl 1.791e+01  v_dtw 2.879e-03  dtw 2.870e-03  v_contrastive 8.058e-01  contrastive 4.278e-01  v_t2m/len 1368  v_t2m/R01 18.27%  v_t2m/R02 25.57%  v_t2m/R03 32.97%  v_t2m/R05 41.52%  v_t2m/R10 55.18%  v_t2m/MedR 8.0%  v_m2t/len 1368  v_m2t/R01 20.61%  v_m2t/R02 26.75%  v_m2t/R03 34.06%  v_m2t/R05 41.15%  v_m2t/R10 53.06%  v_m2t/MedR 9.0%
[27/05/24 12:58:48][src.callback.progress][INFO] - Epoch 36: v_recons 3.197e-01  recons 3.026e-01  v_loss 4.046e-01  loss 3.469e-01  v_latent 8.233e-01  latent 7.790e-01  v_kl 2.235e+01  kl 1.806e+01  v_dtw 2.783e-03  dtw 3.147e-03  v_contrastive 8.189e-01  contrastive 4.101e-01  v_t2m/len 1368  v_t2m/R01 18.05%  v_t2m/R02 25.29%  v_t2m/R03 32.59%  v_t2m/R05 42.11%  v_t2m/R10 57.02%  v_t2m/MedR 8.0%  v_m2t/len 1368  v_m2t/R01 21.27%  v_m2t/R02 26.96%  v_m2t/R03 34.06%  v_m2t/R05 43.06%  v_m2t/R10 55.91%  v_m2t/MedR 8.0%
[27/05/24 13:02:28][src.callback.progress][INFO] - Epoch 37: v_recons 3.173e-01  recons 3.012e-01  v_loss 4.022e-01  loss 3.447e-01  v_latent 8.247e-01  latent 7.769e-01  v_kl 2.334e+01  kl 1.807e+01  v_dtw 3.394e-03  dtw 2.880e-03  v_contrastive 8.119e-01  contrastive 4.041e-01  v_t2m/len 1368  v_t2m/R01 16.88%  v_t2m/R02 23.76%  v_t2m/R03 31.72%  v_t2m/R05 40.13%  v_t2m/R10 54.9%  v_t2m/MedR 9.0%  v_m2t/len 1368  v_m2t/R01 20.03%  v_m2t/R02 26.02%  v_m2t/R03 34.43%  v_m2t/R05 42.02%  v_m2t/R10 54.68%  v_m2t/MedR 8.0%
[27/05/24 13:06:09][src.callback.progress][INFO] - Epoch 38: v_recons 3.188e-01  recons 3.001e-01  v_loss 4.015e-01  loss 3.414e-01  v_latent 8.195e-01  latent 7.725e-01  v_kl 2.336e+01  kl 1.828e+01  v_dtw 2.419e-03  dtw 2.828e-03  v_contrastive 8.001e-01  contrastive 3.824e-01  v_t2m/len 1368  v_t2m/R01 18.7%  v_t2m/R02 25.51%  v_t2m/R03 33.63%  v_t2m/R05 43.93%  v_t2m/R10 56.65%  v_t2m/MedR 7.0%  v_m2t/len 1368  v_m2t/R01 21.93%  v_m2t/R02 28.13%  v_m2t/R03 35.81%  v_m2t/R05 44.08%  v_m2t/R10 54.81%  v_m2t/MedR 7.0%
[27/05/24 13:09:49][src.callback.progress][INFO] - Epoch 39: v_recons 3.190e-01  recons 2.988e-01  v_loss 4.019e-01  loss 3.399e-01  v_latent 8.261e-01  latent 7.673e-01  v_kl 2.379e+01  kl 1.835e+01  v_dtw 1.488e-03  dtw 2.576e-03  v_contrastive 8.113e-01  contrastive 3.836e-01  v_t2m/len 1368  v_t2m/R01 17.54%  v_t2m/R02 24.2%  v_t2m/R03 30.26%  v_t2m/R05 40.41%  v_t2m/R10 54.02%  v_t2m/MedR 9.0%  v_m2t/len 1368  v_m2t/R01 19.73%  v_m2t/R02 25.29%  v_m2t/R03 34.06%  v_m2t/R05 41.74%  v_m2t/R10 53.22%  v_m2t/MedR 9.0%
[27/05/24 13:14:05][src.callback.progress][INFO] - Epoch 40: v_recons 3.169e-01  recons 2.988e-01  v_loss 4.006e-01  loss 3.395e-01  v_latent 8.144e-01  latent 7.670e-01  v_kl 2.339e+01  kl 1.877e+01  v_dtw 3.952e-03  dtw 2.702e-03  v_contrastive 7.951e-01  contrastive 3.781e-01  v_t2m/len 1368  v_t2m/R01 18.27%  v_t2m/R02 24.2%  v_t2m/R03 32.31%  v_t2m/R05 41.95%  v_t2m/R10 55.84%  v_t2m/MedR 8.0%  v_m2t/len 1368  v_m2t/R01 21.12%  v_m2t/R02 26.23%  v_m2t/R03 35.22%  v_m2t/R05 42.84%  v_m2t/R10 54.68%  v_m2t/MedR 8.0%
[27/05/24 13:17:46][src.callback.progress][INFO] - Epoch 41: v_recons 3.155e-01  recons 2.966e-01  v_loss 3.954e-01  loss 3.354e-01  v_latent 8.086e-01  latent 7.633e-01  v_kl 2.341e+01  kl 1.868e+01  v_dtw 2.327e-03  dtw 2.687e-03  v_contrastive 7.736e-01  contrastive 3.592e-01  v_t2m/len 1368  v_t2m/R01 18.63%  v_t2m/R02 25.87%  v_t2m/R03 35.0%  v_t2m/R05 44.88%  v_t2m/R10 58.18%  v_t2m/MedR 7.0%  v_m2t/len 1368  v_m2t/R01 21.35%  v_m2t/R02 26.54%  v_m2t/R03 35.0%  v_m2t/R05 43.41%  v_m2t/R10 54.97%  v_m2t/MedR 8.0%
[27/05/24 13:21:25][src.callback.progress][INFO] - Epoch 42: v_recons 3.169e-01  recons 2.958e-01  v_loss 3.994e-01  loss 3.340e-01  v_latent 8.186e-01  latent 7.585e-01  v_kl 2.399e+01  kl 1.874e+01  v_dtw 2.349e-03  dtw 2.501e-03  v_contrastive 7.991e-01  contrastive 3.551e-01  v_t2m/len 1368  v_t2m/R01 17.03%  v_t2m/R02 25.06%  v_t2m/R03 33.25%  v_t2m/R05 42.18%  v_t2m/R10 57.45%  v_t2m/MedR 7.0%  v_m2t/len 1368  v_m2t/R01 22.07%  v_m2t/R02 26.61%  v_m2t/R03 35.0%  v_m2t/R05 42.47%  v_m2t/R10 55.04%  v_m2t/MedR 8.0%
[27/05/24 13:25:05][src.callback.progress][INFO] - Epoch 43: v_recons 3.154e-01  recons 2.943e-01  v_loss 3.976e-01  loss 3.318e-01  v_latent 8.148e-01  latent 7.569e-01  v_kl 2.422e+01  kl 1.886e+01  v_dtw 1.923e-03  dtw 2.580e-03  v_contrastive 8.004e-01  contrastive 3.472e-01  v_t2m/len 1368  v_t2m/R01 18.2%  v_t2m/R02 23.38%  v_t2m/R03 32.02%  v_t2m/R05 42.61%  v_t2m/R10 56.13%  v_t2m/MedR 8.0%  v_m2t/len 1368  v_m2t/R01 20.97%  v_m2t/R02 25.65%  v_m2t/R03 34.36%  v_m2t/R05 41.45%  v_m2t/R10 55.99%  v_m2t/MedR 8.0%
[27/05/24 13:28:48][src.callback.progress][INFO] - Epoch 44: v_recons 3.164e-01  recons 2.931e-01  v_loss 4.009e-01  loss 3.293e-01  v_latent 8.130e-01  latent 7.516e-01  v_kl 2.517e+01  kl 1.880e+01  v_dtw 3.050e-03  dtw 2.701e-03  v_contrastive 8.124e-01  contrastive 3.331e-01  v_t2m/len 1368  v_t2m/R01 17.46%  v_t2m/R02 24.7%  v_t2m/R03 32.97%  v_t2m/R05 42.9%  v_t2m/R10 55.99%  v_t2m/MedR 8.0%  v_m2t/len 1368  v_m2t/R01 20.76%  v_m2t/R02 25.72%  v_m2t/R03 33.99%  v_m2t/R05 41.74%  v_m2t/R10 53.5%  v_m2t/MedR 9.0%
[27/05/24 13:32:28][src.callback.progress][INFO] - Epoch 45: v_recons 3.139e-01  recons 2.919e-01  v_loss 3.937e-01  loss 3.271e-01  v_latent 8.085e-01  latent 7.503e-01  v_kl 2.513e+01  kl 1.901e+01  v_dtw 2.879e-03  dtw 2.650e-03  v_contrastive 7.673e-01  contrastive 3.243e-01  v_t2m/len 1368  v_t2m/R01 18.63%  v_t2m/R02 24.93%  v_t2m/R03 32.75%  v_t2m/R05 44.29%  v_t2m/R10 58.47%  v_t2m/MedR 7.0%  v_m2t/len 1368  v_m2t/R01 20.54%  v_m2t/R02 26.38%  v_m2t/R03 35.15%  v_m2t/R05 42.9%  v_m2t/R10 54.61%  v_m2t/MedR 8.0%
[27/05/24 13:36:08][src.callback.progress][INFO] - Epoch 46: v_recons 3.157e-01  recons 2.909e-01  v_loss 3.981e-01  loss 3.254e-01  v_latent 8.144e-01  latent 7.471e-01  v_kl 2.566e+01  kl 1.917e+01  v_dtw 1.601e-03  dtw 2.608e-03  v_contrastive 8.052e-01  contrastive 3.175e-01  v_t2m/len 1368  v_t2m/R01 18.42%  v_t2m/R02 25.0%  v_t2m/R03 32.31%  v_t2m/R05 42.68%  v_t2m/R10 58.25%  v_t2m/MedR 7.0%  v_m2t/len 1368  v_m2t/R01 21.27%  v_m2t/R02 27.27%  v_m2t/R03 35.66%  v_m2t/R05 43.41%  v_m2t/R10 54.9%  v_m2t/MedR 8.0%
[27/05/24 13:39:48][src.callback.progress][INFO] - Epoch 47: v_recons 3.139e-01  recons 2.904e-01  v_loss 3.943e-01  loss 3.253e-01  v_latent 8.089e-01  latent 7.466e-01  v_kl 2.602e+01  kl 1.948e+01  v_dtw 3.142e-03  dtw 2.579e-03  v_contrastive 7.699e-01  contrastive 3.207e-01  v_t2m/len 1368  v_t2m/R01 17.03%  v_t2m/R02 24.04%  v_t2m/R03 34.06%  v_t2m/R05 44.59%  v_t2m/R10 58.47%  v_t2m/MedR 7.0%  v_m2t/len 1368  v_m2t/R01 21.93%  v_m2t/R02 27.4%  v_m2t/R03 35.75%  v_m2t/R05 43.06%  v_m2t/R10 55.77%  v_m2t/MedR 8.0%
[27/05/24 13:43:28][src.callback.progress][INFO] - Epoch 48: v_recons 3.133e-01  recons 2.896e-01  v_loss 3.965e-01  loss 3.230e-01  v_latent 8.144e-01  latent 7.425e-01  v_kl 2.607e+01  kl 1.944e+01  v_dtw 2.281e-03  dtw 2.476e-03  v_contrastive 8.066e-01  contrastive 3.077e-01  v_t2m/len 1368  v_t2m/R01 17.69%  v_t2m/R02 23.25%  v_t2m/R03 30.98%  v_t2m/R05 41.88%  v_t2m/R10 56.2%  v_t2m/MedR 8.0%  v_m2t/len 1368  v_m2t/R01 20.61%  v_m2t/R02 24.85%  v_m2t/R03 33.11%  v_m2t/R05 41.15%  v_m2t/R10 54.61%  v_m2t/MedR 9.0%
[27/05/24 13:47:10][src.callback.progress][INFO] - Epoch 49: v_recons 3.131e-01  recons 2.877e-01  v_loss 3.961e-01  loss 3.197e-01  v_latent 8.063e-01  latent 7.374e-01  v_kl 2.566e+01  kl 1.950e+01  v_dtw 2.865e-03  dtw 2.297e-03  v_contrastive 7.981e-01  contrastive 2.945e-01  v_t2m/len 1368  v_t2m/R01 19.8%  v_t2m/R02 25.0%  v_t2m/R03 33.33%  v_t2m/R05 44.29%  v_t2m/R10 57.15%  v_t2m/MedR 7.0%  v_m2t/len 1368  v_m2t/R01 20.69%  v_m2t/R02 26.17%  v_m2t/R03 34.06%  v_m2t/R05 42.31%  v_m2t/R10 55.34%  v_m2t/MedR 8.0%
[27/05/24 13:51:28][src.callback.progress][INFO] - Epoch 50: v_recons 3.124e-01  recons 2.868e-01  v_loss 3.965e-01  loss 3.182e-01  v_latent 8.084e-01  latent 7.346e-01  v_kl 2.635e+01  kl 1.957e+01  v_dtw 2.822e-03  dtw 2.689e-03  v_contrastive 8.100e-01  contrastive 2.845e-01  v_t2m/len 1368  v_t2m/R01 18.42%  v_t2m/R02 23.82%  v_t2m/R03 30.7%  v_t2m/R05 42.25%  v_t2m/R10 56.58%  v_t2m/MedR 7.0%  v_m2t/len 1368  v_m2t/R01 21.27%  v_m2t/R02 25.29%  v_m2t/R03 33.63%  v_m2t/R05 42.84%  v_m2t/R10 54.97%  v_m2t/MedR 8.0%
[27/05/24 13:55:09][src.callback.progress][INFO] - Epoch 51: v_recons 3.138e-01  recons 2.860e-01  v_loss 3.964e-01  loss 3.176e-01  v_latent 8.090e-01  latent 7.352e-01  v_kl 2.708e+01  kl 1.994e+01  v_dtw 2.222e-03  dtw 2.374e-03  v_contrastive 8.010e-01  contrastive 2.897e-01  v_t2m/len 1368  v_t2m/R01 17.69%  v_t2m/R02 23.76%  v_t2m/R03 31.72%  v_t2m/R05 42.18%  v_t2m/R10 56.13%  v_t2m/MedR 8.0%  v_m2t/len 1368  v_m2t/R01 22.44%  v_m2t/R02 27.19%  v_m2t/R03 36.4%  v_m2t/R05 44.36%  v_m2t/R10 56.06%  v_m2t/MedR 7.0%
[27/05/24 13:58:50][src.callback.progress][INFO] - Epoch 52: v_recons 3.115e-01  recons 2.851e-01  v_loss 3.926e-01  loss 3.160e-01  v_latent 8.018e-01  latent 7.320e-01  v_kl 2.669e+01  kl 2.001e+01  v_dtw 1.974e-03  dtw 2.504e-03  v_contrastive 7.894e-01  contrastive 2.826e-01  v_t2m/len 1368  v_t2m/R01 18.05%  v_t2m/R02 22.95%  v_t2m/R03 31.87%  v_t2m/R05 43.13%  v_t2m/R10 58.84%  v_t2m/MedR 7.0%  v_m2t/len 1368  v_m2t/R01 21.12%  v_m2t/R02 26.02%  v_m2t/R03 35.0%  v_m2t/R05 43.56%  v_m2t/R10 55.77%  v_m2t/MedR 7.0%
[27/05/24 14:02:31][src.callback.progress][INFO] - Epoch 53: v_recons 3.112e-01  recons 2.844e-01  v_loss 3.928e-01  loss 3.140e-01  v_latent 7.989e-01  latent 7.289e-01  v_kl 2.639e+01  kl 1.984e+01  v_dtw 2.280e-03  dtw 2.297e-03  v_contrastive 7.908e-01  contrastive 2.710e-01  v_t2m/len 1368  v_t2m/R01 18.63%  v_t2m/R02 25.65%  v_t2m/R03 33.77%  v_t2m/R05 44.15%  v_t2m/R10 58.18%  v_t2m/MedR 7.0%  v_m2t/len 1368  v_m2t/R01 20.31%  v_m2t/R02 26.45%  v_m2t/R03 35.22%  v_m2t/R05 43.06%  v_m2t/R10 55.84%  v_m2t/MedR 7.0%
[27/05/24 14:06:12][src.callback.progress][INFO] - Epoch 54: v_recons 3.115e-01  recons 2.833e-01  v_loss 3.941e-01  loss 3.128e-01  v_latent 8.076e-01  latent 7.269e-01  v_kl 2.789e+01  kl 2.021e+01  v_dtw 2.817e-03  dtw 2.271e-03  v_contrastive 7.950e-01  contrastive 2.708e-01  v_t2m/len 1368  v_t2m/R01 18.05%  v_t2m/R02 23.89%  v_t2m/R03 32.52%  v_t2m/R05 44.15%  v_t2m/R10 57.97%  v_t2m/MedR 7.0%  v_m2t/len 1368  v_m2t/R01 20.9%  v_m2t/R02 26.68%  v_m2t/R03 35.31%  v_m2t/R05 42.47%  v_m2t/R10 53.65%  v_m2t/MedR 8.0%
