keyids,motion path,annotations
0747,datasets/motions/flag_subset_guoh3dfeats/M001P005A009R003.npy,Bent-over A-shape Stretch
0748,datasets/motions/flag_subset_guoh3dfeats/M001P005A010R001.npy,Squat With Arm Lift
0749,datasets/motions/flag_subset_guoh3dfeats/M001P005A010R002.npy,Squat With Arm Lift
0750,datasets/motions/flag_subset_guoh3dfeats/M001P005A010R003.npy,Squat With Arm Lift
0751,datasets/motions/flag_subset_guoh3dfeats/M001P005A011R001.npy,Breaststroke Arm Pull
0752,datasets/motions/flag_subset_guoh3dfeats/M001P005A011R002.npy,Breaststroke Arm Pull
0753,datasets/motions/flag_subset_guoh3dfeats/M001P005A011R003.npy,Breaststroke Arm Pull
0754,datasets/motions/flag_subset_guoh3dfeats/M001P005A012R001.npy,Prone Y-shape Stretch
0755,datasets/motions/flag_subset_guoh3dfeats/M001P005A012R002.npy,Prone Y-shape Stretch
0756,datasets/motions/flag_subset_guoh3dfeats/M001P005A012R003.npy,Prone Y-shape Stretch
0757,datasets/motions/flag_subset_guoh3dfeats/M001P005A013R001.npy,Lateral Raise Forward Circles
0758,datasets/motions/flag_subset_guoh3dfeats/M001P005A013R002.npy,Lateral Raise Forward Circles
0759,datasets/motions/flag_subset_guoh3dfeats/M001P005A013R003.npy,Lateral Raise Forward Circles
0760,datasets/motions/flag_subset_guoh3dfeats/M001P005A014R001.npy,Lateral Raise Backward Circles
0761,datasets/motions/flag_subset_guoh3dfeats/M001P005A014R002.npy,Lateral Raise Backward Circles
0762,datasets/motions/flag_subset_guoh3dfeats/M001P005A014R003.npy,Lateral Raise Backward Circles
0763,datasets/motions/flag_subset_guoh3dfeats/M001P005A015R001.npy,Lying Shoulder Joint Upward Round
0764,datasets/motions/flag_subset_guoh3dfeats/M001P005A015R002.npy,Lying Shoulder Joint Upward Round
0765,datasets/motions/flag_subset_guoh3dfeats/M001P005A015R003.npy,Lying Shoulder Joint Upward Round
0766,datasets/motions/flag_subset_guoh3dfeats/M001P005A016R001.npy,Lying Shoulder Joint Downward Round
0767,datasets/motions/flag_subset_guoh3dfeats/M001P005A016R002.npy,Lying Shoulder Joint Downward Round
0768,datasets/motions/flag_subset_guoh3dfeats/M001P005A016R003.npy,Lying Shoulder Joint Downward Round
0769,datasets/motions/flag_subset_guoh3dfeats/M001P005A017R001.npy,Bare-handed Full Lateral Raise
0770,datasets/motions/flag_subset_guoh3dfeats/M001P005A017R002.npy,Bare-handed Full Lateral Raise
0771,datasets/motions/flag_subset_guoh3dfeats/M001P005A017R003.npy,Bare-handed Full Lateral Raise
0772,datasets/motions/flag_subset_guoh3dfeats/M001P005A018R001.npy,Bare-handed Cuban Press
0773,datasets/motions/flag_subset_guoh3dfeats/M001P005A018R002.npy,Bare-handed Cuban Press
0774,datasets/motions/flag_subset_guoh3dfeats/M001P005A018R003.npy,Bare-handed Cuban Press
0775,datasets/motions/flag_subset_guoh3dfeats/M001P005A019R001.npy,Fortune Cat
0776,datasets/motions/flag_subset_guoh3dfeats/M001P005A019R002.npy,Fortune Cat
0777,datasets/motions/flag_subset_guoh3dfeats/M001P005A019R003.npy,Fortune Cat
0778,datasets/motions/flag_subset_guoh3dfeats/M001P005A020R001.npy,Dumbbell Curls
0779,datasets/motions/flag_subset_guoh3dfeats/M001P005A020R002.npy,Dumbbell Curls
0780,datasets/motions/flag_subset_guoh3dfeats/M001P005A020R003.npy,Dumbbell Curls
0781,datasets/motions/flag_subset_guoh3dfeats/M001P005A021R001.npy,Alternate Dumbbell Curls
0782,datasets/motions/flag_subset_guoh3dfeats/M001P005A021R002.npy,Alternate Dumbbell Curls
0783,datasets/motions/flag_subset_guoh3dfeats/M001P005A021R003.npy,Alternate Dumbbell Curls
0784,datasets/motions/flag_subset_guoh3dfeats/M001P005A022R001.npy,Right-side Kettlebell Bent-over Row
0785,datasets/motions/flag_subset_guoh3dfeats/M001P005A022R002.npy,Right-side Kettlebell Bent-over Row
0786,datasets/motions/flag_subset_guoh3dfeats/M001P005A022R003.npy,Right-side Kettlebell Bent-over Row
0787,datasets/motions/flag_subset_guoh3dfeats/M001P005A023R001.npy,Wrist Joint Warm-up
0788,datasets/motions/flag_subset_guoh3dfeats/M001P005A023R002.npy,Wrist Joint Warm-up
0789,datasets/motions/flag_subset_guoh3dfeats/M001P005A023R003.npy,Wrist Joint Warm-up
0790,datasets/motions/flag_subset_guoh3dfeats/M001P005A024R001.npy,Right-side Bent-over Tricep Extension With Resistance Band
0791,datasets/motions/flag_subset_guoh3dfeats/M001P005A024R002.npy,Right-side Bent-over Tricep Extension With Resistance Band
0792,datasets/motions/flag_subset_guoh3dfeats/M001P005A024R003.npy,Right-side Bent-over Tricep Extension With Resistance Band
0793,datasets/motions/flag_subset_guoh3dfeats/M001P005A025R001.npy,Bent-over Dumbbell Tricep Extension
0794,datasets/motions/flag_subset_guoh3dfeats/M001P005A025R002.npy,Bent-over Dumbbell Tricep Extension
0795,datasets/motions/flag_subset_guoh3dfeats/M001P005A025R003.npy,Bent-over Dumbbell Tricep Extension
0796,datasets/motions/flag_subset_guoh3dfeats/M001P005A026R001.npy,Nod And Raise Head
0797,datasets/motions/flag_subset_guoh3dfeats/M001P005A026R002.npy,Nod And Raise Head
0798,datasets/motions/flag_subset_guoh3dfeats/M001P005A026R003.npy,Nod And Raise Head
0799,datasets/motions/flag_subset_guoh3dfeats/M001P005A027R001.npy,Two-way Head Turn
0800,datasets/motions/flag_subset_guoh3dfeats/M001P005A027R002.npy,Two-way Head Turn
0801,datasets/motions/flag_subset_guoh3dfeats/M001P005A027R003.npy,Two-way Head Turn
0802,datasets/motions/flag_subset_guoh3dfeats/M001P005A028R001.npy,Shrug And Sink The Shoulders
0803,datasets/motions/flag_subset_guoh3dfeats/M001P005A028R002.npy,Shrug And Sink The Shoulders
0804,datasets/motions/flag_subset_guoh3dfeats/M001P005A028R003.npy,Shrug And Sink The Shoulders
0805,datasets/motions/flag_subset_guoh3dfeats/M001P005A029R001.npy,Four-way Nod Head
0806,datasets/motions/flag_subset_guoh3dfeats/M001P005A029R002.npy,Four-way Nod Head
0807,datasets/motions/flag_subset_guoh3dfeats/M001P005A029R003.npy,Four-way Nod Head
0808,datasets/motions/flag_subset_guoh3dfeats/M001P005A030R001.npy,Lying Alternate Upper-half Leg Raise
0809,datasets/motions/flag_subset_guoh3dfeats/M001P005A030R002.npy,Lying Alternate Upper-half Leg Raise
0810,datasets/motions/flag_subset_guoh3dfeats/M001P005A030R003.npy,Lying Alternate Upper-half Leg Raise
0811,datasets/motions/flag_subset_guoh3dfeats/M001P005A031R001.npy,Half Roll Back
0812,datasets/motions/flag_subset_guoh3dfeats/M001P005A031R002.npy,Half Roll Back
0813,datasets/motions/flag_subset_guoh3dfeats/M001P005A031R003.npy,Half Roll Back
0814,datasets/motions/flag_subset_guoh3dfeats/M001P005A032R001.npy,Kneeling Right-side Torso Twist
0815,datasets/motions/flag_subset_guoh3dfeats/M001P005A032R002.npy,Kneeling Right-side Torso Twist
0816,datasets/motions/flag_subset_guoh3dfeats/M001P005A032R003.npy,Kneeling Right-side Torso Twist
0817,datasets/motions/flag_subset_guoh3dfeats/M001P005A033R001.npy,Left-side Knee Raise And Abdominal Muscles Contract
0818,datasets/motions/flag_subset_guoh3dfeats/M001P005A033R002.npy,Left-side Knee Raise And Abdominal Muscles Contract
0819,datasets/motions/flag_subset_guoh3dfeats/M001P005A033R003.npy,Left-side Knee Raise And Abdominal Muscles Contract
0820,datasets/motions/flag_subset_guoh3dfeats/M001P005A034R001.npy,Kneeling Right Leg Backward Stretch
0821,datasets/motions/flag_subset_guoh3dfeats/M001P005A034R002.npy,Kneeling Right Leg Backward Stretch
0822,datasets/motions/flag_subset_guoh3dfeats/M001P005A034R003.npy,Kneeling Right Leg Backward Stretch
0823,datasets/motions/flag_subset_guoh3dfeats/M001P005A035R001.npy,Kneeling Right Arm Raise
0824,datasets/motions/flag_subset_guoh3dfeats/M001P005A035R002.npy,Kneeling Right Arm Raise
0825,datasets/motions/flag_subset_guoh3dfeats/M001P005A035R003.npy,Kneeling Right Arm Raise
0826,datasets/motions/flag_subset_guoh3dfeats/M001P005A036R001.npy,Shoulder Bridge
0827,datasets/motions/flag_subset_guoh3dfeats/M001P005A036R002.npy,Shoulder Bridge
0828,datasets/motions/flag_subset_guoh3dfeats/M001P005A036R003.npy,Shoulder Bridge
0829,datasets/motions/flag_subset_guoh3dfeats/M001P005A037R001.npy,Prone Press-ups
0830,datasets/motions/flag_subset_guoh3dfeats/M001P005A037R002.npy,Prone Press-ups
0831,datasets/motions/flag_subset_guoh3dfeats/M001P005A037R003.npy,Prone Press-ups
0832,datasets/motions/flag_subset_guoh3dfeats/M001P005A038R001.npy,Bent-over Torso Rotation
0833,datasets/motions/flag_subset_guoh3dfeats/M001P005A038R002.npy,Bent-over Torso Rotation
0834,datasets/motions/flag_subset_guoh3dfeats/M001P005A038R003.npy,Bent-over Torso Rotation
0835,datasets/motions/flag_subset_guoh3dfeats/M001P005A039R001.npy,Lying Arm Pull
0836,datasets/motions/flag_subset_guoh3dfeats/M001P005A039R002.npy,Lying Arm Pull
0837,datasets/motions/flag_subset_guoh3dfeats/M001P005A039R003.npy,Lying Arm Pull
0838,datasets/motions/flag_subset_guoh3dfeats/M001P005A040R001.npy,Prone Press Up With Torso Rotation
0839,datasets/motions/flag_subset_guoh3dfeats/M001P005A040R002.npy,Prone Press Up With Torso Rotation
0840,datasets/motions/flag_subset_guoh3dfeats/M001P005A040R003.npy,Prone Press Up With Torso Rotation
0841,datasets/motions/flag_subset_guoh3dfeats/M001P005A041R001.npy,Breaststroke Push-ups
0842,datasets/motions/flag_subset_guoh3dfeats/M001P005A041R002.npy,Breaststroke Push-ups
0843,datasets/motions/flag_subset_guoh3dfeats/M001P005A041R003.npy,Breaststroke Push-ups
0844,datasets/motions/flag_subset_guoh3dfeats/M001P005A042R001.npy,Sit-ups
0845,datasets/motions/flag_subset_guoh3dfeats/M001P005A042R002.npy,Sit-ups
0846,datasets/motions/flag_subset_guoh3dfeats/M001P005A042R003.npy,Sit-ups
0847,datasets/motions/flag_subset_guoh3dfeats/M001P005A043R001.npy,Side-lying Left Leg Forward Raise
0848,datasets/motions/flag_subset_guoh3dfeats/M001P005A043R002.npy,Side-lying Left Leg Forward Raise
0849,datasets/motions/flag_subset_guoh3dfeats/M001P005A043R003.npy,Side-lying Left Leg Forward Raise
0850,datasets/motions/flag_subset_guoh3dfeats/M001P005A044R001.npy,Right Leg Reverse Lunge
0851,datasets/motions/flag_subset_guoh3dfeats/M001P005A044R002.npy,Right Leg Reverse Lunge
0852,datasets/motions/flag_subset_guoh3dfeats/M001P005A044R003.npy,Right Leg Reverse Lunge
0853,datasets/motions/flag_subset_guoh3dfeats/M001P005A045R001.npy,Kneeling Left Knee Lift
0854,datasets/motions/flag_subset_guoh3dfeats/M001P005A045R002.npy,Kneeling Left Knee Lift
0855,datasets/motions/flag_subset_guoh3dfeats/M001P005A045R003.npy,Kneeling Left Knee Lift
0856,datasets/motions/flag_subset_guoh3dfeats/M001P005A046R001.npy,Alternate Reverse Lunge
0857,datasets/motions/flag_subset_guoh3dfeats/M001P005A046R002.npy,Alternate Reverse Lunge
0858,datasets/motions/flag_subset_guoh3dfeats/M001P005A046R003.npy,Alternate Reverse Lunge
0859,datasets/motions/flag_subset_guoh3dfeats/M001P005A047R001.npy,Side-lying Right Leg Backward Kick
0860,datasets/motions/flag_subset_guoh3dfeats/M001P005A047R002.npy,Side-lying Right Leg Backward Kick
0861,datasets/motions/flag_subset_guoh3dfeats/M001P005A047R003.npy,Side-lying Right Leg Backward Kick
0862,datasets/motions/flag_subset_guoh3dfeats/M001P005A048R001.npy,Left Leg Lunge With Knee Lift
0863,datasets/motions/flag_subset_guoh3dfeats/M001P005A048R002.npy,Left Leg Lunge With Knee Lift
0864,datasets/motions/flag_subset_guoh3dfeats/M001P005A048R003.npy,Left Leg Lunge With Knee Lift
0865,datasets/motions/flag_subset_guoh3dfeats/M001P005A049R001.npy,Sumo Squat
0866,datasets/motions/flag_subset_guoh3dfeats/M001P005A049R002.npy,Sumo Squat
0867,datasets/motions/flag_subset_guoh3dfeats/M001P005A049R003.npy,Sumo Squat
0868,datasets/motions/flag_subset_guoh3dfeats/M001P005A050R001.npy,Straight Leg Calf Raise
0869,datasets/motions/flag_subset_guoh3dfeats/M001P005A050R002.npy,Straight Leg Calf Raise
0870,datasets/motions/flag_subset_guoh3dfeats/M001P005A050R003.npy,Straight Leg Calf Raise
0871,datasets/motions/flag_subset_guoh3dfeats/M001P005A051R001.npy,Squat Jump
0872,datasets/motions/flag_subset_guoh3dfeats/M001P005A051R002.npy,Squat Jump
0873,datasets/motions/flag_subset_guoh3dfeats/M001P005A051R003.npy,Squat Jump
0874,datasets/motions/flag_subset_guoh3dfeats/M001P005A052R001.npy,Squat With Alternate Knee Lift
0875,datasets/motions/flag_subset_guoh3dfeats/M001P005A052R002.npy,Squat With Alternate Knee Lift
0876,datasets/motions/flag_subset_guoh3dfeats/M001P005A052R003.npy,Squat With Alternate Knee Lift
0877,datasets/motions/flag_subset_guoh3dfeats/M001P005A053R001.npy,Standing Alternate Butt Kick
0878,datasets/motions/flag_subset_guoh3dfeats/M001P005A053R002.npy,Standing Alternate Butt Kick
0879,datasets/motions/flag_subset_guoh3dfeats/M001P005A053R003.npy,Standing Alternate Butt Kick
0880,datasets/motions/flag_subset_guoh3dfeats/M001P005A054R001.npy,Knee Warm-up
0881,datasets/motions/flag_subset_guoh3dfeats/M001P005A054R002.npy,Knee Warm-up
0882,datasets/motions/flag_subset_guoh3dfeats/M001P005A054R003.npy,Knee Warm-up
0883,datasets/motions/flag_subset_guoh3dfeats/M001P005A055R001.npy,Butt Kicks
0884,datasets/motions/flag_subset_guoh3dfeats/M001P005A055R002.npy,Butt Kicks
0885,datasets/motions/flag_subset_guoh3dfeats/M001P005A055R003.npy,Butt Kicks
0886,datasets/motions/flag_subset_guoh3dfeats/M001P005A056R001.npy,Jump Left and Right
0887,datasets/motions/flag_subset_guoh3dfeats/M001P005A056R002.npy,Jump Left and Right
0888,datasets/motions/flag_subset_guoh3dfeats/M001P005A056R003.npy,Jump Left and Right
0889,datasets/motions/flag_subset_guoh3dfeats/M001P005A057R001.npy,Jumping Jacks
0890,datasets/motions/flag_subset_guoh3dfeats/M001P005A057R002.npy,Jumping Jacks
0891,datasets/motions/flag_subset_guoh3dfeats/M001P005A057R003.npy,Jumping Jacks
0892,datasets/motions/flag_subset_guoh3dfeats/M001P005A058R001.npy,High Knee
0893,datasets/motions/flag_subset_guoh3dfeats/M001P005A058R002.npy,High Knee
0894,datasets/motions/flag_subset_guoh3dfeats/M001P005A058R003.npy,High Knee
0895,datasets/motions/flag_subset_guoh3dfeats/M001P005A059R001.npy,Clap Jacks
0896,datasets/motions/flag_subset_guoh3dfeats/M001P005A059R002.npy,Clap Jacks
0897,datasets/motions/flag_subset_guoh3dfeats/M001P005A059R003.npy,Clap Jacks
0898,datasets/motions/flag_subset_guoh3dfeats/M001P005A060R001.npy,Run In Place With Arm Swing
0899,datasets/motions/flag_subset_guoh3dfeats/M001P005A060R002.npy,Run In Place With Arm Swing
0900,datasets/motions/flag_subset_guoh3dfeats/M001P005A060R003.npy,Run In Place With Arm Swing
0901,datasets/motions/flag_subset_guoh3dfeats/M001P006A001R001.npy,Svend Press
0902,datasets/motions/flag_subset_guoh3dfeats/M001P006A001R002.npy,Svend Press
0903,datasets/motions/flag_subset_guoh3dfeats/M001P006A001R003.npy,Svend Press
0904,datasets/motions/flag_subset_guoh3dfeats/M001P006A002R001.npy,Kneeling Push-ups
0905,datasets/motions/flag_subset_guoh3dfeats/M001P006A002R002.npy,Kneeling Push-ups
0906,datasets/motions/flag_subset_guoh3dfeats/M001P006A002R003.npy,Kneeling Push-ups
0907,datasets/motions/flag_subset_guoh3dfeats/M001P006A003R001.npy,Standing Straight-arm Chest Press With Resistance Band
0908,datasets/motions/flag_subset_guoh3dfeats/M001P006A003R002.npy,Standing Straight-arm Chest Press With Resistance Band
0909,datasets/motions/flag_subset_guoh3dfeats/M001P006A003R003.npy,Standing Straight-arm Chest Press With Resistance Band
0910,datasets/motions/flag_subset_guoh3dfeats/M001P006A004R001.npy,Small Dumbbell Floor Flies
0911,datasets/motions/flag_subset_guoh3dfeats/M001P006A004R002.npy,Small Dumbbell Floor Flies
0912,datasets/motions/flag_subset_guoh3dfeats/M001P006A004R003.npy,Small Dumbbell Floor Flies
0913,datasets/motions/flag_subset_guoh3dfeats/M001P006A005R001.npy,Chest Fly
0914,datasets/motions/flag_subset_guoh3dfeats/M001P006A005R002.npy,Chest Fly
0915,datasets/motions/flag_subset_guoh3dfeats/M001P006A005R003.npy,Chest Fly
0916,datasets/motions/flag_subset_guoh3dfeats/M001P006A006R001.npy,Push-ups
0917,datasets/motions/flag_subset_guoh3dfeats/M001P006A006R002.npy,Push-ups
0918,datasets/motions/flag_subset_guoh3dfeats/M001P006A006R003.npy,Push-ups
0919,datasets/motions/flag_subset_guoh3dfeats/M001P006A007R001.npy,Bent-over W-shape Stretch
0920,datasets/motions/flag_subset_guoh3dfeats/M001P006A007R002.npy,Bent-over W-shape Stretch
0921,datasets/motions/flag_subset_guoh3dfeats/M001P006A007R003.npy,Bent-over W-shape Stretch
0922,datasets/motions/flag_subset_guoh3dfeats/M001P006A008R001.npy,Bent-over Y-shape Stretch
0923,datasets/motions/flag_subset_guoh3dfeats/M001P006A008R002.npy,Bent-over Y-shape Stretch
0924,datasets/motions/flag_subset_guoh3dfeats/M001P006A008R003.npy,Bent-over Y-shape Stretch
0925,datasets/motions/flag_subset_guoh3dfeats/M001P006A009R001.npy,Bent-over A-shape Stretch
0926,datasets/motions/flag_subset_guoh3dfeats/M001P006A009R002.npy,Bent-over A-shape Stretch
0927,datasets/motions/flag_subset_guoh3dfeats/M001P006A009R003.npy,Bent-over A-shape Stretch
0928,datasets/motions/flag_subset_guoh3dfeats/M001P006A010R001.npy,Squat With Arm Lift
0929,datasets/motions/flag_subset_guoh3dfeats/M001P006A010R002.npy,Squat With Arm Lift
0930,datasets/motions/flag_subset_guoh3dfeats/M001P006A010R003.npy,Squat With Arm Lift
0931,datasets/motions/flag_subset_guoh3dfeats/M001P006A011R001.npy,Breaststroke Arm Pull
0932,datasets/motions/flag_subset_guoh3dfeats/M001P006A011R002.npy,Breaststroke Arm Pull
0933,datasets/motions/flag_subset_guoh3dfeats/M001P006A011R003.npy,Breaststroke Arm Pull
0934,datasets/motions/flag_subset_guoh3dfeats/M001P006A012R001.npy,Prone Y-shape Stretch
0935,datasets/motions/flag_subset_guoh3dfeats/M001P006A012R002.npy,Prone Y-shape Stretch
0936,datasets/motions/flag_subset_guoh3dfeats/M001P006A012R003.npy,Prone Y-shape Stretch
0937,datasets/motions/flag_subset_guoh3dfeats/M001P006A013R001.npy,Lateral Raise Forward Circles
0938,datasets/motions/flag_subset_guoh3dfeats/M001P006A013R002.npy,Lateral Raise Forward Circles
0939,datasets/motions/flag_subset_guoh3dfeats/M001P006A013R003.npy,Lateral Raise Forward Circles
0940,datasets/motions/flag_subset_guoh3dfeats/M001P006A014R001.npy,Lateral Raise Backward Circles
0941,datasets/motions/flag_subset_guoh3dfeats/M001P006A014R002.npy,Lateral Raise Backward Circles
0942,datasets/motions/flag_subset_guoh3dfeats/M001P006A014R003.npy,Lateral Raise Backward Circles
0943,datasets/motions/flag_subset_guoh3dfeats/M001P006A015R001.npy,Lying Shoulder Joint Upward Round
0944,datasets/motions/flag_subset_guoh3dfeats/M001P006A015R002.npy,Lying Shoulder Joint Upward Round
0945,datasets/motions/flag_subset_guoh3dfeats/M001P006A015R003.npy,Lying Shoulder Joint Upward Round
0946,datasets/motions/flag_subset_guoh3dfeats/M001P006A016R001.npy,Lying Shoulder Joint Downward Round
0947,datasets/motions/flag_subset_guoh3dfeats/M001P006A016R002.npy,Lying Shoulder Joint Downward Round
0948,datasets/motions/flag_subset_guoh3dfeats/M001P006A016R003.npy,Lying Shoulder Joint Downward Round
0949,datasets/motions/flag_subset_guoh3dfeats/M001P006A017R001.npy,Bare-handed Full Lateral Raise
0950,datasets/motions/flag_subset_guoh3dfeats/M001P006A017R002.npy,Bare-handed Full Lateral Raise
0951,datasets/motions/flag_subset_guoh3dfeats/M001P006A017R003.npy,Bare-handed Full Lateral Raise
0952,datasets/motions/flag_subset_guoh3dfeats/M001P006A018R001.npy,Bare-handed Cuban Press
0953,datasets/motions/flag_subset_guoh3dfeats/M001P006A018R002.npy,Bare-handed Cuban Press
0954,datasets/motions/flag_subset_guoh3dfeats/M001P006A018R003.npy,Bare-handed Cuban Press
0955,datasets/motions/flag_subset_guoh3dfeats/M001P006A019R001.npy,Fortune Cat
0956,datasets/motions/flag_subset_guoh3dfeats/M001P006A019R002.npy,Fortune Cat
0957,datasets/motions/flag_subset_guoh3dfeats/M001P006A019R003.npy,Fortune Cat
0958,datasets/motions/flag_subset_guoh3dfeats/M001P006A020R001.npy,Dumbbell Curls
0959,datasets/motions/flag_subset_guoh3dfeats/M001P006A020R002.npy,Dumbbell Curls
0960,datasets/motions/flag_subset_guoh3dfeats/M001P006A020R003.npy,Dumbbell Curls
0961,datasets/motions/flag_subset_guoh3dfeats/M001P006A021R001.npy,Alternate Dumbbell Curls
0962,datasets/motions/flag_subset_guoh3dfeats/M001P006A021R002.npy,Alternate Dumbbell Curls
0963,datasets/motions/flag_subset_guoh3dfeats/M001P006A021R003.npy,Alternate Dumbbell Curls
0964,datasets/motions/flag_subset_guoh3dfeats/M001P006A022R001.npy,Right-side Kettlebell Bent-over Row
0965,datasets/motions/flag_subset_guoh3dfeats/M001P006A022R002.npy,Right-side Kettlebell Bent-over Row
0966,datasets/motions/flag_subset_guoh3dfeats/M001P006A022R003.npy,Right-side Kettlebell Bent-over Row
0967,datasets/motions/flag_subset_guoh3dfeats/M001P006A023R001.npy,Wrist Joint Warm-up
0968,datasets/motions/flag_subset_guoh3dfeats/M001P006A023R002.npy,Wrist Joint Warm-up
0969,datasets/motions/flag_subset_guoh3dfeats/M001P006A023R003.npy,Wrist Joint Warm-up
0970,datasets/motions/flag_subset_guoh3dfeats/M001P006A024R001.npy,Right-side Bent-over Tricep Extension With Resistance Band
0971,datasets/motions/flag_subset_guoh3dfeats/M001P006A024R002.npy,Right-side Bent-over Tricep Extension With Resistance Band
0972,datasets/motions/flag_subset_guoh3dfeats/M001P006A024R003.npy,Right-side Bent-over Tricep Extension With Resistance Band
0973,datasets/motions/flag_subset_guoh3dfeats/M001P006A025R001.npy,Bent-over Dumbbell Tricep Extension
0974,datasets/motions/flag_subset_guoh3dfeats/M001P006A025R002.npy,Bent-over Dumbbell Tricep Extension
0975,datasets/motions/flag_subset_guoh3dfeats/M001P006A025R003.npy,Bent-over Dumbbell Tricep Extension
0976,datasets/motions/flag_subset_guoh3dfeats/M001P006A026R001.npy,Nod And Raise Head
0977,datasets/motions/flag_subset_guoh3dfeats/M001P006A026R002.npy,Nod And Raise Head
0978,datasets/motions/flag_subset_guoh3dfeats/M001P006A026R003.npy,Nod And Raise Head
0979,datasets/motions/flag_subset_guoh3dfeats/M001P006A027R001.npy,Two-way Head Turn
0980,datasets/motions/flag_subset_guoh3dfeats/M001P006A027R002.npy,Two-way Head Turn
0981,datasets/motions/flag_subset_guoh3dfeats/M001P006A027R003.npy,Two-way Head Turn
0982,datasets/motions/flag_subset_guoh3dfeats/M001P006A028R001.npy,Shrug And Sink The Shoulders
0983,datasets/motions/flag_subset_guoh3dfeats/M001P006A028R002.npy,Shrug And Sink The Shoulders
0984,datasets/motions/flag_subset_guoh3dfeats/M001P006A028R003.npy,Shrug And Sink The Shoulders
0985,datasets/motions/flag_subset_guoh3dfeats/M001P006A029R001.npy,Four-way Nod Head
0986,datasets/motions/flag_subset_guoh3dfeats/M001P006A029R002.npy,Four-way Nod Head
0987,datasets/motions/flag_subset_guoh3dfeats/M001P006A029R003.npy,Four-way Nod Head
0988,datasets/motions/flag_subset_guoh3dfeats/M001P006A030R001.npy,Lying Alternate Upper-half Leg Raise
0989,datasets/motions/flag_subset_guoh3dfeats/M001P006A030R002.npy,Lying Alternate Upper-half Leg Raise
0990,datasets/motions/flag_subset_guoh3dfeats/M001P006A030R003.npy,Lying Alternate Upper-half Leg Raise
0991,datasets/motions/flag_subset_guoh3dfeats/M001P006A031R001.npy,Half Roll Back
0992,datasets/motions/flag_subset_guoh3dfeats/M001P006A031R002.npy,Half Roll Back
0993,datasets/motions/flag_subset_guoh3dfeats/M001P006A031R003.npy,Half Roll Back
0994,datasets/motions/flag_subset_guoh3dfeats/M001P006A032R001.npy,Kneeling Right-side Torso Twist
0995,datasets/motions/flag_subset_guoh3dfeats/M001P006A032R002.npy,Kneeling Right-side Torso Twist
0996,datasets/motions/flag_subset_guoh3dfeats/M001P006A032R003.npy,Kneeling Right-side Torso Twist
0997,datasets/motions/flag_subset_guoh3dfeats/M001P006A033R001.npy,Left-side Knee Raise And Abdominal Muscles Contract
0998,datasets/motions/flag_subset_guoh3dfeats/M001P006A033R002.npy,Left-side Knee Raise And Abdominal Muscles Contract
0999,datasets/motions/flag_subset_guoh3dfeats/M001P006A033R003.npy,Left-side Knee Raise And Abdominal Muscles Contract
1000,datasets/motions/flag_subset_guoh3dfeats/M001P006A034R001.npy,Kneeling Right Leg Backward Stretch
1001,datasets/motions/flag_subset_guoh3dfeats/M001P006A034R002.npy,Kneeling Right Leg Backward Stretch
1002,datasets/motions/flag_subset_guoh3dfeats/M001P006A034R003.npy,Kneeling Right Leg Backward Stretch
1003,datasets/motions/flag_subset_guoh3dfeats/M001P006A035R001.npy,Kneeling Right Arm Raise
1004,datasets/motions/flag_subset_guoh3dfeats/M001P006A035R002.npy,Kneeling Right Arm Raise
1005,datasets/motions/flag_subset_guoh3dfeats/M001P006A035R003.npy,Kneeling Right Arm Raise
1006,datasets/motions/flag_subset_guoh3dfeats/M001P006A036R001.npy,Shoulder Bridge
1007,datasets/motions/flag_subset_guoh3dfeats/M001P006A036R002.npy,Shoulder Bridge
1008,datasets/motions/flag_subset_guoh3dfeats/M001P006A036R003.npy,Shoulder Bridge
1009,datasets/motions/flag_subset_guoh3dfeats/M001P006A037R001.npy,Prone Press-ups
1010,datasets/motions/flag_subset_guoh3dfeats/M001P006A037R002.npy,Prone Press-ups
1011,datasets/motions/flag_subset_guoh3dfeats/M001P006A037R003.npy,Prone Press-ups
1012,datasets/motions/flag_subset_guoh3dfeats/M001P006A038R001.npy,Bent-over Torso Rotation
1013,datasets/motions/flag_subset_guoh3dfeats/M001P006A038R002.npy,Bent-over Torso Rotation
1014,datasets/motions/flag_subset_guoh3dfeats/M001P006A038R003.npy,Bent-over Torso Rotation
1015,datasets/motions/flag_subset_guoh3dfeats/M001P006A039R001.npy,Lying Arm Pull
1016,datasets/motions/flag_subset_guoh3dfeats/M001P006A039R002.npy,Lying Arm Pull
1017,datasets/motions/flag_subset_guoh3dfeats/M001P006A039R003.npy,Lying Arm Pull
1018,datasets/motions/flag_subset_guoh3dfeats/M001P006A040R001.npy,Prone Press Up With Torso Rotation
1019,datasets/motions/flag_subset_guoh3dfeats/M001P006A040R002.npy,Prone Press Up With Torso Rotation
1020,datasets/motions/flag_subset_guoh3dfeats/M001P006A040R003.npy,Prone Press Up With Torso Rotation
1021,datasets/motions/flag_subset_guoh3dfeats/M001P006A041R001.npy,Breaststroke Push-ups
1022,datasets/motions/flag_subset_guoh3dfeats/M001P006A041R002.npy,Breaststroke Push-ups
1023,datasets/motions/flag_subset_guoh3dfeats/M001P006A041R003.npy,Breaststroke Push-ups
1024,datasets/motions/flag_subset_guoh3dfeats/M001P006A042R001.npy,Sit-ups
